S.No.,Articles,Result
889,"Indian Railways And Facilities Provided To The PublicIn the entire world, Indian railways has gained the position of being the largest public system of passengers transport. About 7500 trains for passengers are run by Indian railways carrying 12 million people on an average every day. The first train was run in 1853 from Mumbai’s Victoria Terminals to Thane. A British engineer Robert Maitland Brereton was responsible for the expansion of railways from the year 1857 onwards. Indian Railways is world’s seventh largest utility employer with over 1,376 million employees. As for rolling stock Indian Railways holds over 2,45,267 freights wagons, 66,392 passenger coaches and 10,499 locomotives and runs 12,617 passenger trains and 7421 freight trains daily. Indian Railways earn about 70 per cent of its revenues from freight traffic so majority of its profits come from freight and this makes up for losses on passengers fares low it cross-subsidises the loss making passenger traffic with the profit making freight traffic. However its share in freight traffic is much lower than road traffic. This should be looked into and rational approach for fixing fares for goods trains and passenger trains. Railways has two UNESCO world heritage sites namely the Chatrapari Shivaji Terminus and the mountain railways of India. But, this huge organisation is running in losses of Rs. 30, 000 crores in the passenger segment for the year ending March 2014. As in the practise of railway ministry, new railway line projects are announced during the railway budget each year, without securing additional funding for them. In the last 12 years 99 new line projects worth Rs. 60,000 crores were announced out of which only one project is complete till date while four projects that are as old as 30 years, but are still not complete. This practise of announcing new railway line projects needs a serious approach and should not be announced without proper sanction of budget is there. The passenger facilities like waiting rooms and retiring rooms, needs a serious and practical approach. The passenger associations and railway employees must be consulted on regular basis. Often there are no proper electricity connections for charging mobile phones and they are over crowded. Most of the major railway stations have these waiting rooms, but one cannot be sure of their presence in all stations across India. Retiring rooms are there in larger and important railway stations. Retiring rooms can be basic rooms or dormitory or suits. But these retiring or waiting rooms lack recommended amenities. The railway ministry must pay attention to them rather than to announce new railway line, which may not come without provision of funding.",1
890,"Indian woman killed in Dubai road accident, husband critically injuredThe victim has been identified as Reeja Varghese. Her husband, Varghese Koshy, is fighting for his life at Rashid Hospital, The Khaleej Times quoted the police as saying on Saturday.According to preliminary probe, the accident took place when the couple were on their way to the St Gregorios Indian Orthodox Church. (AFP)An Indian woman was killed and her husband was critically injured after their car crashed into a truck in Dubai, the media reported on Sunday.The victim has been identified as Reeja Varghese. Her husband, Varghese Koshy, is fighting for his life at Rashid Hospital, The Khaleej Times quoted the police as saying on Saturday.According to preliminary probe, the accident took place when the couple were on their way to the St Gregorios Indian Orthodox Church.The husband reportedly lost control of the vehicle and rammed into the truck.Hydraulics were used to extricate the couple from the mangled remains of the vehicle, the police added.",0
891,"India's year-on-year sugar production till Feb 15 up by 7%, says ISMAGujarat has produced 7.78 lakh tonnes of sugar till 15th February 2019 with 16 sugar mills in operation.By Jayashree Bhosale, ET Bureau|Pune: India's sugar production in 2018-19 season till February 15 is higher by 7.7% over same period of previous year as the total production has hit 21.93 million tonnes, said industry body Indian Sugar MillsNSE 18.19 % Associaiton (ISMA). A release from ISMA said: ""As on 15th February, 2019, 507 sugarNSE 14.71 % mills in the country have produced 219.30 lakh tonnes of sugar, as compared to 203.55 lakh tonnes produced by 494 mills on the corresponding date last year. Higher production this year is mainly because Maharashtra and Karnataka sugar mills started their crushing earlier this year. Overall, the country is expected to produce less sugar this season as compared to last season."" According to ISMA, in Maharashtra, sugar production till 15th February 2019 was 82.98 lakh tonnes, compared with 74.74 lakh tonnes produced last year same period. In the current 2018-19 SS, 6 mills have closed their crushing operations in the State while 187 sugar mills are operating, as against 183 mills operated last year on the corresponding date. Due to early start of mills in Maharashtra, the mills therein are expected to close earlier than last year, especially when the sugar production from Maharashtra will be less than last year. In U.P. 117 sugar mills are in operation and they have produced 63.93 lakh tonnes of sugar till 15th February 2019, compared with 64.54 lakh tonnes produced by 119 mills on the corresponding date of last year. The sugar recovery achieved this season is about 0.77% more than what was achieved so far during the last season, but the yield per hectare is lower than last year, because of which the total production in U.P. will be less than last year.In case of Karnataka, till 15th February, 2019, mills have produced 38.74 lakh tonnes of sugar, 10 mills have closed their operations in the State while 57 mills are in operation. During the corresponding period last year, 52 mills had produced 30.73 lakh tonnes sugar. In case of Tamil Nadu, 33 sugar mills are in operation and have produced 3.50 lakh tonnes of sugar, as compared to 2.90 lakh tonnes produced by 28 sugar mills in 2017-18 SS on the corresponding date. Gujarat has produced 7.78 lakh tonnes of sugar till 15th February 2019 with 16 sugar mills in operation. Last year, 17 sugar mills were in operation and they had produced 7.25 lakh tonnes of sugar on the same date. In Andhra Pradesh and Telangana, 24 sugar mills have produced 4.50 lakh tonnes as on 15th February 2019, as compared to 4.60 lakh tonnes produced by 23 sugar mills on the corresponding date last season. In Bihar, Uttarakhand, Punjab, Haryana and Madhya Pradesh & Chhattisgarh, sugar production till 15th February 2019 has been in the order of 4.90 lakh tonnes,2.15 lakh tonnes, 3.75 lakh tonnes, 3.60 lakh tonnes and 3.20 lakh tonnes, respectively. ""Government has increased the Minimum Selling Price of sugar from Rs. 29 per kilo to Rs. 31 per kilo, which will generate additional revenue for the sugar mills and help them in payment of cane price arrears,"" said ISMA.",0
892,"Indore-Patna Express mishap: Toll at 150, panel to probe if drivers were drunkTwo days after the Indore-Patna Express derailed at Pukhrayan in Kanpur Dehat, the Railways continued its investigation into the mishap, even as train services resumed on the Jhansi-Kanpur section after the damaged tracks were replaced.The death toll in Sunday’s mishap rose to 150, making it the deadliest train accident in the last 17 years with four more persons, including a 12-year-old boy, succumbing to their injuries. At least 200 have been injured.Sources said the probe team was also looking into allegations that the two loco pilots — Janak Sharma and Pramesh Purohit — were drunk at the time of the accident. Sharma, Purohit and train guard Ajay Srivastava appeared before the inquiry panel headed by rail safety (eastern railways) commissioner PK Acharya on Tuesday to record their statements. “Blood samples of the pilots were taken and sent for medical examination. The report hasn’t come yet,” said Acharya.The panel summoned 41 railway employees of different departments in Jhansi railway division for their written statement. Some people, mostly passengers, also came to record their statements.The panel will record statements of people and railway personnel for two days but the period can be extended. The inquiry report will be submitted within a month to the Railways ministry.Railway men mostly stuck to the version that there was no problem with the train. Gate man Ravindra Paswan, who was at gate no 197 at the time of the mishap, said in his deposition before the panel that the train was moving at normal speed and there was no issue with it.However, Ishwar Dass, another railway employee, said when the train passed his point at 3.01am, it left the overhead wires dangling, indicating that it was running at high speed. Till now, the department has maintained that fracture in track and application of emergency brakes was responsible for the derailment.",1
893,"International Conference On Decarbonization Of Indian Railways- Mission Electrification Begins TodayMinistry of Railways through Institution of Railways Electrical Engineer (IREE) in partnership with ASSOCHAM India is organising the International Conference on Decarbonization of Indian Railways- Mission Electrification today. Member Traction, Railway Board Ashwani Kumar Kapoor briefed about this conference and gave following information:-An International Conference on “Decarbonization of Indian Railways – Mission Electrification” is being organized in New Delhi on 3rd Nov.’16.The Conference aims at bringing various stakeholders on a common platform for exchange of ideas and to deliberate on implementable technological solutions and financing options to significantly increase pace of electrification and achieve the target for setting up of renewable energy installations with total capacity of 1000MW by 2020.The Conference will also project Indian Railways as an attractive investment destination considering its plans for huge investment in next 5 years towards modernization of its electrified network and use of renewable energy.The Conference shall cover aspects relating to policy, technological modernization, mechanization, innovations and financing models for railway electrification and de-carbonization. National Transport Development Policy Committee (NTDPC), in its report, has identified electrification of railway tracks as a means to reduce fuel consumption. The report has recommended for taking up electrification on priority through systematically tackling the bottlenecks in progress of electrification projects. It has also suggested that electrification should be viewed as a means of making rail transport independent of imported fossil energy, while also provide a choice in sourcing energy. Moreover, electric traction allows regeneration of power while braking/coasting and feeding the network, thereby reducing overall consumption of energy and carbon emissions. In this regard, following action has been planned for improving efficiency and bringing in cost economies in freight and passenger operations. Reducing the Carbon Foot prints through use of sustainable and green sources of energy is also a key focus area.In line with this vision, following action plan has been planned: Electrification of Railway TracksCurrently 28,000 rkm of tracks are electrified (42% of the total network) carrying around two-thirds of total freight traffic and 50% of total passenger traffic. As against 800 kms of average electrification in the earlier years, 1600 rkm of railway tracks were electrified in 2015-16. To fast track the pace of electrification, Ministry of Railway would be involving PSUs like IRCON, RITES and PGCIL. Increase in the pace of electrification will reduce its fuel bill by Rs. 10,000 cr. annually as against the business as usual approach. Harnessing Renewable Energy on IR to reduce energy cost and carbon footprints Indian Railways targets to harness 1 GW solar and 500 MW wind power as announced in Rail Budget 2015-’16, 500 MW of solar units on roof tops through Central Finance Assistance (CFA) from MNRE and balance 500 MW on land.",1
894,"IRSDC to redevelop Railway Station through long lease tenureThe Union Cabinet has approved the redevelopment of Railway Stations by Indian Railway Stations Development Corporation Limited (IRSDC) as Nodal Agency and main Project Development Agency, through simplified procedures adapting various business model and for longer lease tenure of up to 99 years. Thus, paving the way for large-scale modernisation and ensure world-class infrastructure.“Redevelopment of major stations across the country is planned by leveraging the commercial development of land and airspace in and around the station”, an official statement said.The redevelopment of railway stations across the country will have a multiplier effect in the economy with increased job creation and improved economic growth.IRSDC being the Nodal agency will prepare the overall strategic plan and business plans for individual or a group of stations ensuring cost neutrality of this program. Upon approval of business plans by MoR, IRSDC or other Project Development Agencies will take up the work of station redevelopment. Railway/RLDA/IRSDC will be planning and development authority for Railway land in consultation with urban local bodies, DDA or other UTs, to transfer land on the freehold basis to Railways, it added.This would enable the Ministry of Railways to accelerate the redevelopment of major stations across the country on an overall cost-neutral basis. These redevelopment efforts will lead to the creation of State-of-the-art smart stations that will function as mini smart cities.",1
895,"Is it curtains for Congress' Bansal?One could hear a pin drop at former railway minister and Congress candidate Pawan Bansal's residence at Sector 28 on Friday afternoon, as it became clear that the Chandigarh MP for the last three times in a row will lose the seat. As it later transpired, he lost by 69,642 votes, the highest-ever for the city, polling 1,21, 720 votes.The day started as usual for him as he rose even before sunrise, at around 5:30am. A quick shower and prayer followed by a cup of tea was what it took for him to be ready to accept the people's verdict, and as the day wore on, he looked increasingly downcast. The handful of supporters that had gathered before counting began also dwindled away as the trends that showed him trailing trickled in.So, as Bansal with wife Madhu visited the counting centre at around 9:30am and was back in half an hour, the writing was on the wall and the deserted Congress office in Sector 35 said it all.It is clear that the Railgate, the infighting within the party, the anti-incumbency against the UPA, the nation-wide Modi wave and the Aam Aadmi Party (AAP) factors combined led to the defeat of the four-time parliamentarian.With the Congress suffering a humiliating defeat across the country and Bansal losing, in what was his bastion, is it curtains on the political career of the veteran political leader?Bansal, who had held important positions in the UPA-1 and UPA-11 including the parliamentary affairs ministry and the railway ministry, will be without any work now as HT brings you the reasons for the loss.Less than expected votes from coloniesAs more than half of the 6.13 lakh voters were from colonies and villages and the turnout here had always been high, Bansal had expected a sizeable number of votes. He probably failed to hold ground here against the Modi wave. The BJP's focus on highlighting the Railgate, where his nephew was caught by the CBI accepting `90 lakh for a posting, when he was the railway minister, probably influenced the voters. AAP candidate Gul Panag also took away some of these votes.",1
896,"ISSF World Cup: Apurvi Chandela shatters 10m air rifle world recordIndia’s Apurvi Chandela shattered the world record on her way to the gold medal in women’s 10m air rifle event at the ISSF World Cup here Saturday.The Indian shot an astonishing 252.9 to win the top prize on day one of the competitions at the Dr Karni Singh Shooting Range. China’s Ruozhu Zhao bagged silver with 251.8, while another Chinese Xu Hong (230.4) finished the tournament’s first final with a bronze.Such was Chandela’s dominance in the eight-women final that she finished the event a staggering 1.1 points ahead of the silver medallist.Chandela, who had secured a Tokyo Olympic quota in the last World Championships, was fourth in the qualifications with 629.3.",0
897,"JKSSB selects candidates for over 2,000 posts of teachers, check details hereThe Jammu and Kashmir Services Selection Board (JKSSB) has selected candidates for over 2,000 posts of teachers in 14 districts -- 10 in Kashmir Valley and four in Jammu, an official said on Sunday.The Jammu and Kashmir Services Selection Board (JKSSB) has selected candidates for over 2,000 posts of teachers in 14 districts -- 10 in Kashmir Valley and four in Jammu, an official said on Sunday.The board also accorded approval to the inclusion of over 1,000 candidates in waiting lists against these selections, JKSSB PRO Malik Suhail said in a statement issued in Jammu.The selections of teachers have been approved in three disciplines of General Line, Science/Math and Urdu, he said.The official said these selections were confronted with many issues, which included massive litigations, unmentioned degrees in online application forms, a huge number of claims and counter claims made by the candidates.“The board sorted out these issues in consultation with the General Administration Department and the Department of Law, Justice and Parliamentary Affairs and disposed of 387 representations and claims of the candidates and cleared the selections accordingly,” he said.The candidates have been selected for 2154 posts of teachers in Anantnag, Bandipora, Baramulla, Budgam, Ganderbal, Kulgam, Kupwara, Pulwama, Shopian and Srinagar districts in the Valley, and Samba, Udhampur, Reasi and Rajouri districts in Jammu.The official said to benefit maximum number of candidates, the board decided to issue selections of a particular district cadre in all the three disciplines simultaneously to obviate the chances of any candidate joining more than one post.“In the interest of such candidates, it was also decided to request the School Education Department to consider issuance of formal appointment orders in respect of selected candidates,” he said.The PRO said these selections also witnessed huge litigations and till date nearly 30 court cases have come to fore and appropriate action has been taken in such cases.“The board has already filed five LPAs in the matter, and applications for modification of interim orders of the courts in another five cases, along with objections have also been filed,” he said.The details of candidates would be uploaded on the official website of the board from Monday, he added.",0
898,"John Isner, Daniel Evans advance to ATP Delray Beach semi-finalsUS second seed John Isner blasted 24 aces Friday in defeating France’s eighth-seeded Adrian Mannarino 7-6 (7/2), 6-4 and advancing to ATP Delray Beach Open semi-finals.Ninth-ranked Isner, who has dropped only one set in seven career wins over the left-hander, needed only 93 minutes to book a spot in the last four against Britain’s Daniel Evans.Italian sixth seed Andreas Seppi fell to Evans, the 148th-ranked Englishman dispatching 52nd-ranked Seppi 6-4, 6-4.World number four Juan Martin Del Potro of Argentina plays American Mackenzie McDonald in a later quarter-final, the winner to meet either US fourth seed Steve Johnson or Moldova’s Radu Albot in Saturday’s other semi-final.Del Potro, the 2011 Delray Beach champion, is playing his first tournament since breaking his right kneecap at the Shanghai Masters in October.Top seed Del Potro seeks his 23rd career ATP singles title and his first since last year at Indian Wells. Isner seeks his 15th career ATP title, his most recent coming last July in Atlanta.",0
899,"Kangana Ranaut attacks Manikarnika co-director Krish after NTR biopic’s failure, says time to question ‘every vulture’Kangana Ranaut has criticised Manikarnika co-director Krrish as his NTR biopic failed to perform at the box office, saying ‘now is the time to question every vulture who was out for my blood’.Actor Kangana Ranaut has constantly been in headlines for her film Manikarnika: The Queen of Jhansi which eventually entered the Rs 100 crore club at the domestic box office. Earlier, co-director Krish had accused the actor of hijacking the film and a bitter exchange of words had followed the film’s release. Krish had reportedly left Manikarnika to direct the NTR biopic titled NTR Mahanayakudu, which failed at the box office.This has now given the actor one more reason to criticise the filmmaker. On being asked about the same, Kangana told Pinkvilla, “Yes, I also read about zero recovery of NTR, it’s called black mark on the actor’s career. My heart goes out to Balakrishna sir who trusted Krish and put so much at stake, but for me now is the time to question every vulture who was out for my blood, who attacked and harassed me for taking charge of a troubled situation and making a critically acclaimed and commercially successful film (Manikarnika), but what is shameful is that Krish and some paid media ran a sabotage campaign against a martyr’s biopic. Honestly, I am embarrassed of them, our freedom fighters gave blood for some thankless fools.”The actor was part of several controversies and had accused Bollywood celebrities of not supporting her during the film’s release. It seems she has finally found support in senior actors including Anupam Kher and Paresh Rawal who have slammed people on social media for making fun of a behind-the-scene video featuring Kangana on a mechanical horse during the shooting of battle scenes for Manikarnika.While her sister Rangoli had spoken up in her defence and justified how an actor’s close-up is shot just like all Bollywood and Hollywood films, now Paresh Rawal and Anupam Kher have come out in her support.Paresh Rawal took to Twitter to justify Rangoli’s stand and sharing how scenes are shot with the help of special effects. He tweeted, “According to these dimwits and pinheads they believe that superman and Batman in Hollywood films are actually flying and it’s not some camera trick or CG effects ...!”Anupam had earlier called out a user for criticising Kangana for not using a real horse to shoot some battle scenes. He had tweeted, “How much venom this man has against a self made actress #KanganaRanaut!! This is called ‘acting’ idiot. Actors all over the world do that. That is their job. She will be remembered for decades for her hard work in movies. While you got your fifteen minute fame by using her name.”Earlier, co-director Krish had accused the actor of hijacking the film and a bitter exchange of words had followed the film’s release. Kangana had earlier called out Alia Bhatt and Aamir Khan for not supporting her films, claiming she always does the same for others. Kangana said while she attended the screenings of Dangal, Secret Superstar and Raazi, Alia and Aamir did not return the favour.According to a report in Pinkvilla, Kangana said she made a phonecall to Alia and told her to ‘grow a spine’. She said, “I suggested that she (Alia) grows some spine and support an important film about woman empowerment and nationalism....if she doesn’t have a voice of her own and her existence is all about being KJo (Karan Johar) puppet then I don’t consider her successful... I told her if she is only focusing on earning bucks and not raise a voice, then her success has no value.... hope she understands the true meaning of success and her responsibilities, Napo gang life is simply restricted to give and take favours hope she rises above that.”",0
900,"Kashmiri youths: ‘We were in touch with Pulwama attack mastermind’By Pathikrit ChakrabortyLUCKNOW: The two Kashmiri youths arrested by the UP Anti-Terrorist Squad (ATS) from Deoband township in Saharanpur on Sunday confessed to their links with banned terror outfit Jaish-e-Muhammed (JeM) and were possibly planning a terror strike. The two also admitted to have been in touch with Pulwama attack mastermind Abdul Rasheed Ghazi who was killed in an encounter with the security forces five days after the CRPF convoy was attacked on February 14. Investigators also claim to have obtained voice messages from the cellphone of one of the two youths—Shahnawaz Teli of Kulgam and Abdul Aqib Mallick of Pulwama—in which he is heard talking about some “ bada kaam” (something big) and “ samaan” (goods). Investigators said the conversation apparently relates to a major operation that the two were planning and “ samaan” was used for weapons or explosives. The two accused reportedly confessed to their links with the JeM during their interrogation by director general of police (DGP) OP Singh, who spent four hours questioning them for a first-hand assessment of their involvement in terror activities. Thereafter, the UP Police chief exchanged information with his Jammu & Kashmir counterpart Dilbagh Singh. “They have confessed to their links with JeM in front of me and have given some specific information based on which we are hopeful of some morerecoveries in the near future,” DGP Singh told TOI. “During interrogation, Shahnawaz said he had been in touch with terror outfits for 18 months while Aqib came into the scene six months ago,” said inspector general of police, ATS, Asim Arun. He said Shahnawaz has also admitted to have been in touch with Ghazi, who was killed on February 19. The duo also said they were contacted by some top commanders of JeM and joined the group on their insistence. “Some chats retrieved from the mobile phones of the two have voice messages saying ‘kuch karna hai jaldi’ (have to do something soon). They also mention names of some places where weapons were possibly to be taken. But it is yet to be established,” said the IG. The two used to exchange messages through BBM and also used virtual numbers for talking to conceal the identity of those communicating. They will be taken to Kashmir where it is suspected they have hidden dummy grenades to train recruits. Shahnawaz has completed BA first year and a computer course, while Aqib has passed class XII. Shahnawaz’s father is a carpenter and elder brother a teacher. Aqib’s father is a farmer. The ATS will also interrogate other students who had stayed with the two. Kashmiri youths: ‘We were in touch with Pulwama attack mastermind’By Pathikrit ChakrabortyLUCKNOW: The two Kashmiri youths arrested by the UP Anti-Terrorist Squad (ATS) from Deoband township in Saharanpur on Sunday confessed to their links with banned terror outfit Jaish-e-Muhammed (JeM) and were possibly planning a terror strike. The two also admitted to have been in touch with Pulwama attack mastermind Abdul Rasheed Ghazi who was killed in an encounter with the security forces five days after the CRPF convoy was attacked on February 14. Investigators also claim to have obtained voice messages from the cellphone of one of the two youths—Shahnawaz Teli of Kulgam and Abdul Aqib Mallick of Pulwama—in which he is heard talking about some “ bada kaam” (something big) and “ samaan” (goods). Investigators said the conversation apparently relates to a major operation that the two were planning and “ samaan” was used for weapons or explosives. The two accused reportedly confessed to their links with the JeM during their interrogation by director general of police (DGP) OP Singh, who spent four hours questioning them for a first-hand assessment of their involvement in terror activities. Thereafter, the UP Police chief exchanged information with his Jammu & Kashmir counterpart Dilbagh Singh. “They have confessed to their links with JeM in front of me and have given some specific information based on which we are hopeful of some morerecoveries in the near future,” DGP Singh told TOI. “During interrogation, Shahnawaz said he had been in touch with terror outfits for 18 months while Aqib came into the scene six months ago,” said inspector general of police, ATS, Asim Arun. He said Shahnawaz has also admitted to have been in touch with Ghazi, who was killed on February 19. The duo also said they were contacted by some top commanders of JeM and joined the group on their insistence. “Some chats retrieved from the mobile phones of the two have voice messages saying ‘kuch karna hai jaldi’ (have to do something soon). They also mention names of some places where weapons were possibly to be taken. But it is yet to be established,” said the IG. The two used to exchange messages through BBM and also used virtual numbers for talking to conceal the identity of those communicating. They will be taken to Kashmir where it is suspected they have hidden dummy grenades to train recruits. Shahnawaz has completed BA first year and a computer course, while Aqib has passed class XII. Shahnawaz’s father is a carpenter and elder brother a teacher. Aqib’s father is a farmer. The ATS will also interrogate other students who had stayed with the two.",0
901,"Kejriwal to take up Delhi demolition drive issue with railway ministerEnraged over a demolition drive that has been blamed for the death of a 6-month-old infant, Delhi Chief Minister Arvind Kejriwal said he has sought a meeting with Railway Minister Suresh Prabhu over the issue.""Sought an appointment with Railway Minister, Sh Suresh Prabhu ji,"" Kejriwal wrote on Twitter on Monday.A fresh confrontation raged between the Arvind Kejriwal Government and Centre over the death of the infant girl at a slum cluster at Shakurbasti Railway Colony that was demolished by Railways on Sunday.The AAP government has ordered a magisterial inquiry into the demolition drive and death of the six-month girl though railways has said that the incident had ""nothing to do with removal of encroachments"".Police had said prima facie the baby died due to suffocation after a heap of clothes fell on it when the parents were preparing to move out of the jhuggi and hence no case was registered.On Sunday, Kejriwal met Railway officials at his residence over the issue, but was unhappy with their response.""Railway officials failed to give satisfactory response as to why demolition drive was carried out when asked whether it was an emergency project,"" sources said.They also said that when CM asked them about why proper rehabilitation measures were not taken before demolition, Railway officials said that they will inform their Board and Ministry about it.""The Chief Minister was not happy with the Railway officials' response and he would take up the matter with Railway Minister,"" the sources said.",1
902,"Kisan plan not for families of MLAs, MPs & government staffThe scheme promises to pay Rs 6,000 a year in three instalments to farmers who own up to 2 hectares of land, with the first instalment due for the period from December 1 to March 31.ET Bureau|Updated: Feb 07, 2019, 06.47 AM ISTNew Delhi: The government’s scheme to augment the income of small and marginal farmers will exclude families in which a member is or has been an MP, MLA or government employee as well as those who are practising professionals and those who paid income tax in the last assessment year. The excluded professionals include doctors, engineers, lawyers, chartered accountants and architects registered with professional bodies, the agriculture ministry said in the operational guidelines for the Pradhan Mantri KIsan SAmman Nidhi (PM-KISAN) scheme announced in the interim budget on February 1. The government will not cover those with a monthly pension of Rs 10,000 or more. The scheme promises to pay Rs 6,000 a year in three instalments to farmers who own up to 2 hectares of land, with the first instalment due for the period from December 1 to March 31. States have been given a deadline of February 25 to submit lists of eligible farmers. The cut-off date for eligible farmers is February 1 of this year, after which new owners of agricultural land won’t be considered for the next five years. “However, benefit will be allowed in those cases where transfer of ownership of cultivable land takes place on account of succession due to death of the landowner,” according to a document on the website of the Department of Agriculture Cooperation & Farmers Welfare. An alternative mechanism will be set up for the northeast, where land ownership is often community based, making it difficult to select eligible famers. The mechanism for eligibility of northeast farmers will be developed and approved by a committee of Union ministers from the Ministry of Development of North East Region (DoNER), Ministry of Land Resources, Agriculture Minister and the state chief ministers or their ministerial representative, based on the proposal by the northeast states concerned. The Centre has asked the states to identify and designate a sponsoring bank for this scheme. “States may consider designating the same bank being used for transfer of fund for MNRGES as sponsoring bank for this scheme,” it said. It said the designated bank should have well-developed IT systems with the capabilities of integration with the web portal of the scheme and Public FinancialManagement System (PFMS).",0
903,"Kisan scheme to boost modern agricultural practices: Radha Mohan SinghSingh said the scheme reflected central government’s commitment to provide an assured income to small and marginal farmers having land up to 2 hectares.ET Bureau|Feb 07, 2019, 06.26 AM ISTNew Delhi: The PM-KISAN scheme will help farmers modernise agricultural practices and protect them from private moneylenders, said Union agriculture minister Radha Mohan Singh. Singh said the scheme reflected central government’s commitment to provide an assured income to small and marginal farmers having land up to 2 hectares. “It will protect farmers from the clutches of moneylenders and ensure continuity in their farm activities. This scheme will also enable them to modernise their agricultural practices, and this income support along with other schemes will help them live a life of dignity,” Singh said, adding that the fixing of minimum support price will be further helpful in doubling the income of farmers by 2022. Singh said that the government is focusing on providing institutional credit at nominal rates to farmers through Kisan Credit Card. This not only helps in increasing agricultural production but also productivity.Singh said that the government is focusing on providing institutional credit at nominal rates to farmers through Kisan Credit Card. This not only helps in increasing agricultural production but also productivity. “There are about 7 crore active KCC, which means that almost 50% of the farmers are still out of the institutional credit system. To bring all farmers under KCC fold, the go overnment has decided to initiate a comprehensive drive with a simplified application form,” he said. Singh said the Modi government had launched Rashtriya Gokul Mission to promote country's cattle and buffaloes, to preserve their genetic resources in scientific and holistic form and for continuous growth in the productivity of Indian bovine. “We have increased the budget allocation of Rs 250 crore in 2018-19 to Rs 750 crore for the next fiscal. Similarly, Rashtriya Kamdhenu Aayog has been established to upscale sustainable genetic up-gradation of cow resources and to enhance production and productivity of cows,” he said. He said the government has created a separate department of fishery with India being the second largest fish producing nation in the world accounting for 6.3% of global production. He said the government has created a separate department of fishery with India being the second largest fish producing nation in the world accounting for 6.3% of global production. “The fisheries sector contributes 1% to GDP and provides livelihood to about 1.5 crore people at the primary level. The sector registered an average annual growth of more than 7% in recent years and the total production during 2017-18 was 12.61 million tonnes.,” he said.",0
904,"Kylian Mbappe scores again as runaway leaders PSG beat Nimes 3-0Kylian Mbappe scored twice to take his league-leading tally to 22 goals as Paris Saint-Germain beat Nimes 3-0 on Saturday to move 17 points clear at the top.Mbappe has scored in all four games since PSG lost forwards Neymar and Edinson Cavani to injury, and the France star’s second-half double took him to 51 goals in the league since bursting on the scene with Monaco three years ago.His 22 goals have come in 20 league games, and he’s the youngest player to reach 50 league goals in French league history.“Every day I work hard to help my team as much as I can, and to enjoy myself as well,” said Mbappe, who turned 20 in December. “Football’s still about enjoying yourself, scoring goals, breaking records. That’s what drives me so I’m very happy.” Only Barcelona star Lionel Messi has more goals in Europe’s top five leagues, after taking his tally to 25 with a hat trick Saturday .France’s World Cup winner Mbappe scored his first goal in the 69th minute when he turned in Juan Bernat’s pass to make it 2-0. He grabbed his second in the 89th with a fine low finish after collecting Christopher Nkunku’s pass and cutting in from the left.Nkunku had put PSG ahead late in the first half with an excellent control and finish from Marco Verratti’s pass.The victory moves coach Thomas Tuchel’s side 17 points ahead of second-place Lille, having played one game fewer.In other matches, Amiens won 1-0 at home to Patrick Vieira’s Nice to edge further away from the relegation zone, into 16th place.Striker Serhou Guirassy’s 11th-minute goal was his first for the club.Guingamp remains bottom despite winning 1-0 at home to Angers with an injury-time effort from midfielder Lucas Deaux.",0
905,"Lok Sabha elections 2019: ‘Life will be hard if trans bill is passed’, says first time voterMohul Sharma does not have a voter identity card. Sharma, who turned 21 this month, is not even registered in the electoral rolls of his assembly constituency, Nangloi, a neighbourhood on the western outskirts of Delhi packed with single- and double-storey brick homes topped with a troop of dish antennae. Sharma, who works as a food and beverage assistant at The Lalit, a five-star hotel in central Delhi, wants to vote in the upcoming general elections —he even knows whom he would vote for, if he could. The most important issue for him is the Transgender Persons (Protection of Rights) Bill, which was passed by Lok Sabha in December, but has been received with widespread protests because it denies the community the crucial right to self-identify their gender, among other issues. Sharma counts himself as one of them.“The Trans bill is the single biggest mistake of the [ruling] BJP [Bharatiya Janata Party],” he said. “If it is passed, it will make life very difficult for us.” The bill, however, was not taken up by the Rajya Sabha during the final session of Parliament.Sharma, who identifies as a transman, cannot get a voter ID card made, because, in a conundrum that is peculiar to the transgender community, he does not have “proof” of his gender identity. The two identifying documents that he possesses, the Aadhaar card and PAN (Permanent Account Number) card, are in the female gender he was assigned at birth. “I am not making a voter ID card right now because I know that it will be difficult to change the gender and name on it. First I’ll get my Aadhaar and PAN card corrected, and then I’ll get all these made.” Does he know what needs to be done? “Yes, main aapko batata hoon (let me tell you about it),” he said, narrating the procedure. When will he do it? Soon, he replies.",0
